Id;MAT_1SEM_PROM;FIS_1SEM_PROM;ING_1SEM_PROM;ACTF_1SEM_A;ACTF_1SEM_R;OTRANS_1SEM_A;OTRANS_1SEM_R;OTRANS_1SEM_PROM;ESP_1SEM_A;ESP_1SEM_R;ESP_1SEM_PROM;INS_1SEM;PROM_1SEM;MAT_2SEM_PROM;FIS_2SEM_PROM;ING_2SEM_PROM;ACTF_2SEM_A;ACTF_2SEM_R;OTRANS_2SEM_A;OTRANS_2SEM_R;OTRANS_2SEM_PROM;ESP_2SEM_A;ESP_2SEM_R;ESP_2SEM_PROM;INS_2SEM;PROM_2SEM;INSC_AnO;PROM_AnO;GENERO;NOM_CARRERA;TIPO_CARRERA;nombre_nacionalidad;descripcion_situacion_egreso_postulante;nombre_comuna_EM;nombre_provincia_EM;nombre_region_EM;nombre_dependencia_EM;nombre_grupo_dependencia_EM;descripcion_rama_educacional_EM;nombre_secretaria_admision;numero_estado_civil;descripcion_trabajo_remunerado;numero_horario_trabajo;descripcion_proseguir_estudios;descripcion_jefe_familia;descripcion_fuente_financiamiento_estudio_superior;descripcion_fuente_financiamiento_estudio_superior2;inferior_ingreso_bruto_fam;superior_ingreso_bruto_fam;nombre_cobertura_salud;descripcion_viven_padres;descripcion_nivel_educacion_padre;descripcion_nivel_educacion_madre;descripcion_situacion_ocupacional_padre;descripcion_situacion_ocupacional_madre;descripcion_tipo_organismo_trabajan_padre;descripcion_tipo_organismo_trabajan_madre;descripcion_ocupacion_principal_padre;descripcion_ocupacion_principal_madre;descripcion_rama_actividad_padre;descripcion_rama_actividad_madre;horas_promedio_trabajo;cantidad_personas_grupo_familiar;cuantos_trabajan_grupo_familiar;cuantos_estudian_grupo_pre_basica;cuantos_estudian_grupo_basica;cuantos_estudian_grupo_media_1_3;cuantos_estudian_grupo_media_4;cuantos_estudian_grupo_superior;cuantos_estudian_grupo_otras;ptje_nem;ptje_leng;ptje_mate;ptje_hycs;ptje_cien;Rotulo_Titulo
1714;75;;74;1;;2;;76;2;;69;7;73;37;;73;1;;1;;66;1;1;43;6;52;13;63;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con familiares;Madre del postulante;Padres del Postulante;Padres del Postulante;144001;288000;Fonasa;Ambos viven;Media completa;Media incompleta;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Privado o particular;Gerente& administrativo de categoría superior&  gran empresario industrial& comercial y agrícola  (más de 50 empleados)& Alto ejecutivo de banco&  AFP e Isapre. Oficial superior de FF.AA. y  Carabineros. Miembro superior del poder Judicial&  Diplomático& etc.;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Comercio al por mayor y menor. Bancos y seguros;Comercio al por mayor y menor. Bancos y seguros;0;5;1;0;0;1;0;0;1;599;615;640;681;624;NO
1716;;63;;;;2;;78;2;;70;5;72;58;;75;;1;1;;57;3;;81;7;72;12;72;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Madre del postulante;Padres del Postulante;Padres del Postulante;144001;288000;Capredena;Ambos viven;Otros estudios;Media completa;Activo& tiene trabajo remunerado;Trabaja sólo ocasionalmente;Privado o particular;Dueno de casa;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Dueno de casa;Sin datos;Dueno de casa.;0;3;1;0;0;1;1;0;0;579;567;601;538;561;NO
1717;;45;;;;2;;83;;1;28;4;60;44;57;55;1;;;;;1;2;42;7;47;11;52;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;RANCAGUA;CACHAPOAL;REGION DEL LIBERTADOR GENERAL BERNARDO OHIGGINS;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Rancagua;soltero(a);No;0;En pensión;Padre del postulante;Padres del Postulante;Padres del Postulante;135001;270000;Fonasa;Ambos viven;Media completa;Media incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Obrero urbano calificado& electricista& mecánico& carpintero& etc.;Dueno de casa;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Dueno de casa.;0;7;1;0;1;1;0;0;0;620;556;559;0;495;NO
1718;80;;;1;;2;;68;4;;64;8;67;76;55;;;;;;;2;2;50;6;55;14;62;M;Técnico Universitario en Mecánica Industrial;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;QUINTA NORMAL;SANTIAGO;REGION METROPOLITANA DE SANTIAGO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Santiago;soltero(a);Ocasionalmente;1;Con sus padres;Madre del postulante;Otras fuentes;Trabajo personal;0;278000;Fonasa;Sólo la madre;Centro de formación técnica completa;Universitaria incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;Dueno de casa.;8;4;1;0;1;0;0;1;0;476;613;579;602;0;NO
1719;66;;92;1;;2;;70;1;1;66;7;72;55;;95;1;;1;;57;;;;4;69;11;71;F;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Préstamo;135001;270000;Fonasa;Sólo el padre;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Dueno de casa.;0;2;1;0;0;0;0;0;1;682;507;537;0;488;SI
1720;;40;;;;1;1;54;;1;50;4;49;50;62;43;1;;1;;69;1;2;56;8;56;12;53;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;OLMUE;MARGA MARGA;REGION DE VALPARAISO;Municipal;Municipal ;Humanista científico diurno.;Quillota;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;0;278000;Fonasa;Ambos viven;Básica completa;Media incompleta;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Privado o particular;Obrero agrícola o minero no calificado& obrero agrícola ganadero&  maderero& pescador& minero& etc.;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Agricultura& ganadería& pesca y caza.;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;0;6;2;0;1;1;0;1;0;682;516;628;490;483;NO
1721;;38;;;;;2;47;;1;46;4;44;34;56;65;1;;;1;36;3;;55;8;51;12;48;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Humanista científico nocturno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Otros familiares;Sin Datos;0;278000;Otro;Ambos viven;Universitaria incompleta;Otros estudios;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Comercio al por mayor y menor. Bancos y seguros;Dueno de casa.;0;4;1;0;1;0;0;1;1;501;439;622;0;485;NO
1722;;81;;;;2;;88;1;;92;4;87;86;;92;1;;;;;3;;87;6;88;10;87;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Sin Datos;0;278000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Trabaja sólo ocasionalmente;Privado o particular;Sin Datos;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Sin datos;Sin datos;0;4;2;0;1;0;1;0;0;744;675;628;602;624;SI
1723;55;;55;;;2;;69;1;2;47;7;56;56;45;64;;;;;;;;;3;55;10;55;F;Técnico Universitario en Química;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Madre del postulante;Padres del Postulante;Préstamo;278001;834000;Isapre;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Trabaja sólo ocasionalmente;Privado o particular;Independiente;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;0;2;1;0;0;0;1;0;0;558;530;511;0;451;SI
1724;58;;67;1;;2;;72;2;;72;7;69;62;;59;1;;1;;72;2;;62;6;63;13;66;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Beca;834001;1400000;Isapre;Ambos viven;Universitaria incompleta;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Dueno de casa;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;Dueno de casa.;0;7;2;0;1;0;2;1;0;620;500;598;0;446;SI
1725;55;40;83;1;;1;;61;1;1;57;7;59;45;37;55;1;;1;;63;1;2;55;8;52;15;55;F;Técnico Universitario en Proyecto y Diseno Mecánico;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;SAN FELIPE;SAN FELIPE DE ACONCAGUA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;San Felipe;soltero(a);No;0;Otros;Padre del postulante;Padres del Postulante;Préstamo;278001;834000;Fonasa;Ambos viven;Media incompleta;Media completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Fiscal o semifiscal;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Explotación de minas y canteras;Servicios de salud públicos y privados. Ministerio de Salud e  instituciones de salud.;0;4;2;1;0;0;1;0;0;476;494;571;531;483;NO
1727;62;;68;1;;1;;56;3;;72;7;67;25;23;58;1;;;1;0;2;1;54;8;38;15;51;M;Técnico Universitario en Matricería para Plásticos y Metales;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Vina del Mar;soltero(a);Ocasionalmente;4;Con sus padres;Madre del postulante;Beca;Beca;0;135000;Otro;Sólo la madre;Media completa;Media completa;Otra situación;Trabaja sólo ocasionalmente;Otro;Independiente;Sin Datos;Oficios artesanales& talleres de joyeros& mueblista& sastre& modista&  peluquero& etc.;Sin datos;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;15;3;0;0;1;0;0;0;0;455;502;563;539;0;NO
1728;60;64;60;;;;;;2;2;56;7;58;59;;55;;;1;1;55;2;1;50;7;53;14;56;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;OLMUE;MARGA MARGA;REGION DE VALPARAISO;Municipal;Municipal ;Humanista científico diurno.;Quillota;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;135001;270000;Otro;Ambos viven;Básica completa;Básica completa;Otra situación;Dueno de casa;Independiente;Dueno de casa;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Dueno de casa;Comercio al por mayor y menor. Bancos y seguros;Dueno de casa.;0;3;1;0;0;0;1;0;0;620;411;554;0;502;NO
1729;64;71;70;1;;1;;69;2;;85;7;74;77;;75;1;;1;;69;3;;78;7;76;14;75;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;0;278000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;4;0;0;0;1;1;0;0;538;461;569;425;457;SI
1730;75;;69;1;;2;;74;2;;85;7;77;59;;73;1;;1;;81;2;;84;6;76;13;76;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Otros familiares;278001;834000;Fonasa;Ambos viven;Media completa;Centro de formación técnica completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Dueno de casa.;0;5;1;0;1;1;1;0;0;641;524;587;0;457;SI
1731;67;70;57;;;;;;4;;60;7;62;33;;55;;;;2;24;;4;28;8;31;15;45;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;278001;834000;Otro;Ambos viven;Media completa;Media completa;Jubilado o pensionado (no reincorporado);Dueno de casa;Sin Datos;Dueno de casa;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Dueno de casa;Servicios jurídicos& de orden y seguridad& Ministerio de Interior&  Justicia y Defensa& servicios jurídicos públicos y privados. FF.AA. y  Carabineros.;Dueno de casa.;0;4;1;0;0;0;1;0;0;517;494;574;0;543;NO
1733;55;42;93;1;;1;1;62;;1;26;7;57;21;;35;;1;;1;0;1;2;22;7;20;14;38;F;Técnico Universitario en Prevención de Riesgos;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;OLMUE;MARGA MARGA;REGION DE VALPARAISO;Municipal;Municipal ;Humanista científico diurno.;Quillota;soltero(a);No;0;Con familiares;Padre del postulante;Padres del Postulante;Padres del Postulante;0;144000;Fonasa;Ambos viven;Básica completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Obrero agrícola o minero no calificado& obrero agrícola ganadero&  maderero& pescador& minero& etc.;Dueno de casa;Agricultura& ganadería& pesca y caza.;Dueno de casa.;0;5;1;0;1;1;1;0;0;620;534;553;0;508;NO
1734;55;;;1;;2;;77;3;1;58;8;63;;65;;;;;;;3;1;55;5;57;13;60;M;Técnico Universitario en Mecánica Industrial;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Beca;278001;834000;Fonasa;Ambos viven;Centro de formación técnica incompleta;Centro de formación técnica incompleta;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Fiscal o semifiscal;Privado o particular;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Servicios de salud públicos y privados. Ministerio de Salud e  instituciones de salud.;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;0;4;2;0;0;1;1;0;0;641;502;512;0;504;SI
1735;75;49;75;1;;1;;68;2;;59;7;64;24;59;62;1;;1;;55;3;1;55;9;53;16;57;M;Técnico Universitario en Proyecto y Diseno Mecánico;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;CON CON;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Quillota;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Otras fuentes;278001;834000;Isapre;Ambos viven;Universitaria completa;Media completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Privado o particular;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;0;5;1;1;0;0;1;1;0;478;547;582;0;553;NO
1736;;;72;1;;1;;89;3;;70;6;74;45;;;1;;;;;5;;70;7;66;13;70;M;Ingeniería de Ejecución en Mecánica de Procesos y Mantenimiento Industrial;INGENIERÍA;Chilena;Promoción anterior& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;En forma independiente;Sin Datos;Padres del Postulante;Padres del Postulante;0;278000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Trabaja sólo ocasionalmente;Independiente;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;Dueno de casa.;0;5;2;0;1;1;0;0;1;682;531;487;567;0;SI
1738;;34;78;1;;;;;3;;59;6;58;;45;66;;1;;;;3;;60;6;58;12;58;F;Ingeniería de Ejecución en Prevención De Riesgos;INGENIERÍA;Chilena;Promoción del ano& Nacional - alumno regular.;QUILLOTA;QUILLOTA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Quillota;soltero(a);No;0;Con familiares;Padre del postulante;Beca;Préstamo;135001;270000;Fonasa;Ambos viven;Media incompleta;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;7;1;0;1;0;1;1;0;620;486;605;0;534;NO
1739;;56;;;;2;;63;2;;76;5;67;57;;55;1;;1;;76;3;;84;7;73;12;70;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;432001;576000;Isapre;Ambos viven;Media completa;Instituto profesional incompleta;Activo& tiene trabajo remunerado;Cesante;Fiscal o semifiscal;Dueno de casa;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Dueno de casa;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;Dueno de casa.;0;4;1;0;0;1;0;0;1;599;525;571;0;547;SI
1740;85;78;92;1;;1;;64;3;;81;8;80;72;;87;1;;;;;5;;80;8;80;16;80;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;LOS ANDES;LOS ANDES;REGION DE VALPARAISO;Municipal;Municipal ;Humanista científico nocturno.;San Felipe;soltero(a);No;0;En pensión;Padre del postulante;Padres del Postulante;Trabajo personal;2500001;810000;Otro;Ambos viven;Universitaria completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Profesional con cinco o más anos de estudios  universitarios;Dueno de casa;Servicios de salud públicos y privados. Ministerio de Salud e  instituciones de salud.;Dueno de casa.;0;6;1;0;3;0;1;0;0;561;614;667;552;619;SI
1741;87;69;88;;;;;;4;;74;7;77;77;;68;;;2;;59;4;;65;8;65;15;71;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;LIMACHE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Quillota;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Beca;0;278000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Servicios de salud públicos y privados. Ministerio de Salud e  instituciones de salud.;Dueno de casa.;0;5;1;0;0;1;0;0;0;641;559;602;525;457;NO
1742;45;;;;;;2;51;;3;31;6;40;;;;;;;;;;;;;;6;40;M;Técnico Universitario en Control del Medio Ambiente;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;ISLA DE MAIPO;TALAGANTE;REGION METROPOLITANA DE SANTIAGO;Corporación Municipal;Municipal ;Humanista científico diurno.;Talagante;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;576001;720000;Fonasa;Ambos viven;Instituto profesional incompleta;Universitaria completa;Cesante;Activo& tiene trabajo remunerado;Sin Datos;Fiscal o semifiscal;Dueno de casa;Profesional con cinco o más anos de estudios  universitarios;Dueno de casa.;Servicios de salud públicos y privados. Ministerio de Salud e  instituciones de salud.;0;4;1;0;1;0;1;1;0;435;605;633;0;547;NO
1743;59;68;58;;;;;;4;;63;7;62;58;;79;;;2;;59;4;;62;8;63;15;63;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;278001;834000;Fonasa;Sólo la madre;Media incompleta;Básica completa;Activo& tiene trabajo remunerado;Dueno de casa;Independiente;Dueno de casa;Obrero urbano calificado& electricista& mecánico& carpintero& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;3;0;0;1;0;1;0;0;538;532;569;0;437;SI
1744;22;30;37;;1;1;;68;;2;30;7;36;;;;;;;;;;;;;;7;36;M;Técnico Universitario en Proyecto y Diseno Mecánico;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con familiares;Padre del postulante;Otras fuentes;Padres del Postulante;0;278000;Isapre;Ambos viven;Universitaria completa;Centro de formación técnica completa;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Dueno de casa;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;Dueno de casa.;0;4;1;0;0;0;0;1;0;476;493;538;0;485;NO
1745;45;31;67;;;;;;;1;38;4;45;;58;;1;;1;;70;;;;3;64;7;52;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Madre del postulante;Beca;Padres del Postulante;0;278000;Fonasa;Sólo la madre;Sin Datos;Media completa;Sin Datos;Jubilado o pensionado (no reincorporado);Sin Datos;Dueno de casa;Sin Datos;Dueno de casa;Sin datos;Dueno de casa.;0;3;1;0;0;0;0;0;0;558;454;598;0;446;NO
1746;;;67;1;;1;;77;2;;65;5;69;57;;;;1;;;;4;2;59;8;58;13;62;M;Ingeniería de Ejecución en Mecánica de Procesos y Mantenimiento Industrial;INGENIERÍA;Chilena;Promoción del ano& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular no Subvencionado;Particular Pagado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Otras fuentes;Sin Datos;0;278000;Fonasa;Ambos viven;Universitaria completa;Universitaria completa;Cesante;Activo& tiene trabajo remunerado;Sin Datos;Privado o particular;Sin Datos;Profesional con cinco o más anos de estudios  universitarios;Sin datos;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;4;1;0;1;0;1;0;0;599;482;558;0;342;NO
