Id;MAT_1SEM_PROM;FIS_1SEM_PROM;ING_1SEM_PROM;ACTF_1SEM_A;ACTF_1SEM_R;OTRANS_1SEM_A;OTRANS_1SEM_R;OTRANS_1SEM_PROM;ESP_1SEM_A;ESP_1SEM_R;ESP_1SEM_PROM;INS_1SEM;PROM_1SEM;MAT_2SEM_PROM;FIS_2SEM_PROM;ING_2SEM_PROM;ACTF_2SEM_A;ACTF_2SEM_R;OTRANS_2SEM_A;OTRANS_2SEM_R;OTRANS_2SEM_PROM;ESP_2SEM_A;ESP_2SEM_R;ESP_2SEM_PROM;INS_2SEM;PROM_2SEM;INSC_AnO;PROM_AnO;GENERO;NOM_CARRERA;TIPO_CARRERA;nombre_nacionalidad;descripcion_situacion_egreso_postulante;nombre_comuna_EM;nombre_provincia_EM;nombre_region_EM;nombre_dependencia_EM;nombre_grupo_dependencia_EM;descripcion_rama_educacional_EM;nombre_secretaria_admision;numero_estado_civil;descripcion_trabajo_remunerado;numero_horario_trabajo;descripcion_proseguir_estudios;descripcion_jefe_familia;descripcion_fuente_financiamiento_estudio_superior;descripcion_fuente_financiamiento_estudio_superior2;inferior_ingreso_bruto_fam;superior_ingreso_bruto_fam;nombre_cobertura_salud;descripcion_viven_padres;descripcion_nivel_educacion_padre;descripcion_nivel_educacion_madre;descripcion_situacion_ocupacional_padre;descripcion_situacion_ocupacional_madre;descripcion_tipo_organismo_trabajan_padre;descripcion_tipo_organismo_trabajan_madre;descripcion_ocupacion_principal_padre;descripcion_ocupacion_principal_madre;descripcion_rama_actividad_padre;descripcion_rama_actividad_madre;horas_promedio_trabajo;cantidad_personas_grupo_familiar;cuantos_trabajan_grupo_familiar;cuantos_estudian_grupo_pre_basica;cuantos_estudian_grupo_basica;cuantos_estudian_grupo_media_1_3;cuantos_estudian_grupo_media_4;cuantos_estudian_grupo_superior;cuantos_estudian_grupo_otras;ptje_nem;ptje_leng;ptje_mate;ptje_hycs;ptje_cien
1926;57;63;61;;;;;;4;;63;7;62;69;;67;;;2;;60;3;1;57;8;60;15;61;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;LIMACHE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Quillota;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Beca;0;278000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Dueno de casa;Servicios de salud públicos y privados. Ministerio de Salud e  instituciones de salud.;Dueno de casa.;0;4;1;0;0;1;0;0;1;661;626;594;0;494
1957;55;;;1;;2;;66;3;1;57;8;59;61;41;;;;;;;1;2;49;5;50;13;55;M;Técnico Universitario en Mecánica Industrial;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;LOS ANDES;LOS ANDES;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;San Felipe;soltero(a);No;0;En forma independiente;Padre del postulante;Padres del Postulante;Padres del Postulante;675001;810000;Fonasa;Ambos viven;Universitaria completa;Universitaria completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Fiscal o semifiscal;Independiente;Profesional con cinco o más anos de estudios  universitarios;Profesional con cinco o más anos de estudios  universitarios;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;Servicios de salud públicos y privados. Ministerio de Salud e  instituciones de salud.;0;4;2;0;0;1;1;1;0;579;502;512;529;0
1958;55;;75;1;;1;;68;3;;58;7;62;28;55;39;1;;1;;63;3;;60;8;52;15;57;M;Técnico Universitario en Matricería para Plásticos y Metales;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Otro familiar del postulante;Otros familiares;Beca;278001;834000;Otro;Ambos viven;Universitaria incompleta;Media completa;Otra situación;Dueno de casa;Otro;Dueno de casa;Sin Datos;Dueno de casa;Sin datos;Dueno de casa.;0;5;1;0;0;0;0;2;1;517;452;499;492;0
1963;;58;95;1;;;;;3;;70;6;73;40;;82;;;1;;68;4;;70;7;67;13;69;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Beca;135001;270000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Dueno de casa;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;Dueno de casa.;0;3;1;0;0;0;1;0;0;601;502;532;519;0
1985;80;89;57;1;;;;;3;;89;7;82;87;;90;;;1;;73;4;;90;7;87;14;85;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;PUTAENDO;SAN FELIPE DE ACONCAGUA;REGION DE VALPARAISO;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;San Felipe;soltero(a);No;0;En pensión;Madre del postulante;Padres del Postulante;Trabajo personal;0;278000;Otro;Ambos viven;Sin Datos;Media completa;Sin Datos;Cesante;Sin Datos;Dueno de casa;Sin Datos;Dueno de casa;Sin datos;Dueno de casa.;0;5;0;0;1;0;1;0;0;621;476;552;0;534
1992;78;;91;;;2;;59;2;1;49;7;62;;;;;;;;;;;;;;7;62;F;Técnico Universitario en Química;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;LIMACHE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Madre del postulante;Padres del Postulante;Beca;0;278000;Fonasa;Ambos viven;Sin Datos;Media completa;Sin Datos;Otra situación;Sin Datos;Independiente;Sin Datos;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Sin datos;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;0;4;1;0;1;1;0;0;0;661;542;572;0;552
1993;55;18;90;1;;1;1;51;1;;64;7;55;;;;;;;;;;;;;;7;55;F;Técnico Universitario en Prevención de Riesgos;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;0;278000;Otro;Ambos viven;Media completa;Media completa;Jubilado o pensionado (no reincorporado);Dueno de casa;Otro;Dueno de casa;Dueno de casa;Dueno de casa;Dueno de casa.;Dueno de casa.;0;3;1;0;0;1;1;0;0;682;484;493;0;468
2010;20;;75;1;;2;;64;;2;38;7;50;;30;65;;1;;;;;3;30;6;37;13;44;F;Técnico Universitario en Control de Alimentos;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular no Subvencionado;Particular Pagado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;278001;834000;Isapre;Ambos viven;Universitaria completa;Media completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Fiscal o semifiscal;Privado o particular;Profesional con cinco o más anos de estudios  universitarios;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;7;2;0;2;0;1;0;0;517;521;534;0;586
2022;66;58;83;1;;;;;2;1;57;7;63;77;;69;;;1;;72;4;;68;7;70;14;67;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;SAN VICENTE;CACHAPOAL;REGION DEL LIBERTADOR GENERAL BERNARDO OHIGGINS;Corporación Municipal;Municipal ;Humanista científico diurno.;Rancagua;soltero(a);No;0;Con familiares;Padre del postulante;Padres del Postulante;Sin Datos;0;278000;Fonasa;Ambos viven;Básica completa;Universitaria completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Fiscal o semifiscal;Obrero agrícola o minero no calificado& obrero agrícola ganadero&  maderero& pescador& minero& etc.;Profesional con cinco o más anos de estudios  universitarios;Agricultura& ganadería& pesca y caza.;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;4;2;0;0;0;0;0;0;599;527;583;0;501
2027;59;55;57;1;;;;;2;1;74;7;65;59;;40;;;1;;88;3;1;69;7;66;14;66;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;OLMUE;MARGA MARGA;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Técnico profesional industrial.;Quillota;soltero(a);No;0;Con sus padres;Padre del postulante;Otras fuentes;Beca;1950001;2500000;Fonasa;Ambos viven;Básica completa;Media completa;Otra situación;Dueno de casa;Privado o particular;Dueno de casa;Obrero agrícola o minero no calificado& obrero agrícola ganadero&  maderero& pescador& minero& etc.;Dueno de casa;Agricultura& ganadería& pesca y caza.;Dueno de casa.;0;4;1;0;0;0;0;1;0;641;461;540;530;488
2032;60;67;60;;;;;;4;;66;7;64;55;;71;;;2;;64;3;1;61;8;62;15;63;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;SAN FELIPE;SAN FELIPE DE ACONCAGUA;REGION DE VALPARAISO;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;San Felipe;soltero(a);No;0;En pensión;Padre del postulante;Padres del Postulante;Padres del Postulante;0;278000;Fonasa;Ambos viven;Media completa;Básica incompleta;Trabaja sólo ocasionalmente;Dueno de casa;Privado o particular;Dueno de casa;Obrero agrícola o minero no calificado& obrero agrícola ganadero&  maderero& pescador& minero& etc.;Dueno de casa;Agricultura& ganadería& pesca y caza.;Dueno de casa.;0;5;1;1;0;0;1;0;0;621;561;545;562;0
2046;42;46;79;1;;2;;63;1;;67;7;60;47;50;62;1;;;;;4;;66;8;60;15;60;F;Técnico Universitario en Prevención de Riesgos;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;QUILLOTA;QUILLOTA;REGION DE VALPARAISO;Municipal;Municipal ;Técnico profesional comercial.;Quillota;soltero(a);No;0;Con sus padres;Padre del postulante;Préstamo;Padres del Postulante;0;278000;Fonasa;Ambos viven;Básica completa;Básica incompleta;Trabaja sólo ocasionalmente;Activo& tiene trabajo remunerado;Independiente;Privado o particular;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Obrero agrícola o minero no calificado& obrero agrícola ganadero&  maderero& pescador& minero& etc.;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Agricultura& ganadería& pesca y caza.;0;4;2;0;0;1;0;0;1;601;576;523;617;0
2054;55;;64;1;;2;;62;1;1;46;7;56;55;;57;1;;1;;67;;;;4;60;11;57;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;278001;834000;Otro;Ambos viven;Centro de formación técnica completa;Centro de formación técnica completa;Jubilado o pensionado (no reincorporado);Dueno de casa;Fiscal o semifiscal;Dueno de casa;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Dueno de casa;Servicios jurídicos& de orden y seguridad& Ministerio de Interior&  Justicia y Defensa& servicios jurídicos públicos y privados. FF.AA. y  Carabineros.;Dueno de casa.;0;4;1;0;0;0;2;0;0;620;527;542;579;0
2060;;87;;;;2;;96;2;;94;5;93;100;;95;1;;1;;89;3;;94;7;94;12;94;F;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional comercial.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;0;278000;Fonasa;Ambos viven;Básica completa;Media incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;5;1;0;1;0;0;0;0;682;613;666;562;459
2064;91;85;89;1;;1;;75;2;;94;7;88;92;;98;1;;1;;90;3;;84;7;89;14;88;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;LIMACHE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Quillota;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;278001;834000;Otro;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Independiente;Dueno de casa;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Dueno de casa;Comercio al por mayor y menor. Bancos y seguros;Dueno de casa.;0;4;1;0;1;0;0;0;0;661;650;661;0;548
2082;42;;99;;;2;;62;1;2;42;7;56;;;;;;;;;;;;;;7;56;F;Técnico Universitario en Química;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;SANTIAGO;SANTIAGO;REGION METROPOLITANA DE SANTIAGO;Corporación Municipal;Municipal ;Humanista científico nocturno.;Santiago;soltero(a);No;0;Sin Datos;Madre del postulante;Padres del Postulante;Préstamo;0;278000;Otro;Sin Datos;Media completa;Media completa;Otra situación;Dueno de casa;Otro;Dueno de casa;Sin Datos;Dueno de casa;Sin datos;Dueno de casa.;0;5;0;0;1;0;0;1;0;662;493;529;0;501
2085;55;63;55;1;;1;;62;2;;59;7;59;;;;;;;;;;;;;;7;59;M;Técnico Universitario en Proyecto y Diseno Mecánico;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico nocturno.;Valparaíso;soltero(a);No;0;Sin Datos;Padre del postulante;Padres del Postulante;Padres del Postulante;0;278000;Otro;Ambos viven;Otros estudios;Media completa;Jubilado o pensionado (no reincorporado);Cesante;Otro;Dueno de casa;Dueno de casa;Dueno de casa;Dueno de casa.;Dueno de casa.;0;4;1;0;0;0;0;0;1;481;461;507;0;553
2087;73;;65;1;;2;;73;1;1;62;7;68;1;;85;1;;1;;68;;;;4;51;11;62;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUINTERO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Sin Datos;Padre del postulante;Padres del Postulante;Beca;0;278000;Fonasa;Ambos viven;Básica incompleta;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Otro;Dueno de casa;Obrero urbano calificado& electricista& mecánico& carpintero& etc.;Dueno de casa;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;Dueno de casa.;0;5;1;0;1;0;1;0;0;641;607;614;557;528
2091;38;33;55;;;;;;1;3;40;7;41;;;;;;;;;;;;;;7;41;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;MAIPU;SANTIAGO;REGION METROPOLITANA DE SANTIAGO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Talagante;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Sin Datos;1008001;1152000;Isapre;Ambos viven;Universitaria completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;Dueno de casa.;0;5;1;0;1;1;1;0;0;558;510;571;0;537
2097;22;29;67;1;;;1;30;;3;13;8;27;;;;;;;;;;;;;;8;27;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular no Subvencionado;Particular Pagado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Otras fuentes;834001;1400000;Isapre;Ambos viven;Universitaria completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Profesional con cinco o más anos de estudios  universitarios;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;6;2;0;1;1;0;2;0;455;569;598;0;408
2106;75;66;89;;;;;;4;;67;7;71;74;;81;;;2;;69;4;;66;8;69;15;70;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;QUINTERO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Vina del Mar;soltero(a);No;0;Con sus padres;Padre del postulante;Beca;Beca;144001;288000;Fonasa;Ambos viven;Básica incompleta;Básica incompleta;Trabaja sólo ocasionalmente;Dueno de casa;Otro;Dueno de casa;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;3;1;0;0;0;1;0;0;702;515;584;513;573
2132;73;;;1;;2;;63;2;2;47;8;55;75;62;;;;;;;1;1;36;4;52;12;54;M;Técnico Universitario en Mecánica Industrial;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Humanista científico diurno.;Valparaíso;casado(a);No;0;Con sus padres;Padre del postulante;Préstamo;Otras fuentes;278001;834000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Dueno de casa;Servicios jurídicos& de orden y seguridad& Ministerio de Interior&  Justicia y Defensa& servicios jurídicos públicos y privados. FF.AA. y  Carabineros.;Dueno de casa.;0;7;1;0;0;0;0;3;0;661;471;527;0;449
2139;63;58;75;;;;;;4;;63;7;64;85;;94;;;2;;67;4;;66;8;72;15;68;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;LA LIGUA;PETORCA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;La Ligua;soltero(a);No;0;En pensión;Madre del postulante;Padres del Postulante;Padres del Postulante;1080001;1;Fonasa;Ambos viven;Media completa;Universitaria completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Privado o particular;Obrero agrícola o minero no calificado& obrero agrícola ganadero&  maderero& pescador& minero& etc.;Profesional con cinco o más anos de estudios  universitarios;Agricultura& ganadería& pesca y caza.;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;6;2;0;1;1;1;1;0;702;546;559;508;0
2145;89;73;92;;;;;;4;;67;7;74;73;;78;;;2;;57;4;;67;8;67;15;70;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular no Subvencionado;Particular Pagado ;Humanista científico diurno.;Vina del Mar;soltero(a);No;0;Con familiares;Otra persona;Padres del Postulante;Padres del Postulante;144001;288000;Capredena;Ambos viven;Centro de formación técnica completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Dueno de casa;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;Dueno de casa.;0;3;1;0;0;0;0;2;0;641;657;636;647;641
2159;71;47;73;;;1;;68;2;;65;6;65;;;;1;;;;;1;1;57;3;57;9;63;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con familiares;Padre del postulante;Padres del Postulante;Otros familiares;0;278000;Fonasa;Ambos viven;Media completa;Centro de formación técnica completa;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Servicios de utilidad pública& fiscales y privados. Agua& luz& gas&  Servicios Sanitarios& Municipalidades& etc;Dueno de casa.;0;6;1;0;2;0;1;0;0;538;589;569;569;537
2161;;;55;1;;1;;69;2;1;59;6;60;;;;1;;;;;3;2;55;6;55;12;58;M;Ingeniería de Ejecución en Mecánica de Procesos y Mantenimiento Industrial;INGENIERÍA;Chilena;Promoción del ano& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;278001;834000;Isapre;Ambos viven;Universitaria completa;Universitaria incompleta;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Independiente;Privado o particular;Profesional con cinco o más anos de estudios  universitarios;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Comercio al por mayor y menor. Bancos y seguros;0;7;2;0;1;0;1;2;0;476;594;591;494;588
2164;;31;70;1;;;;;3;;61;6;57;;;71;1;;;;;3;;57;5;60;11;58;F;Ingeniería de Ejecución en Prevención De Riesgos;INGENIERÍA;Chilena;Promoción del ano& Nacional - alumno regular.;ALGARROBO;SAN ANTONIO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;San Antonio;soltero(a);No;0;En pensión;Padre del postulante;Padres del Postulante;Sin Datos;278001;834000;Fonasa;Ambos viven;Centro de formación técnica completa;Centro de formación técnica completa;Activo& tiene trabajo remunerado;Trabaja sólo ocasionalmente;Independiente;Independiente;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Dueno de casa;Comercio al por mayor y menor. Bancos y seguros;Dueno de casa.;0;5;1;0;1;1;1;1;0;682;564;540;547;518
2169;;42;59;1;;;;;3;;69;6;62;;57;84;1;;;;;3;;72;6;71;12;67;F;Ingeniería de Ejecución en Prevención De Riesgos;INGENIERÍA;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Beca;Préstamo;0;278000;Fonasa;Ambos viven;Media incompleta;Media incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Servicios de utilidad pública& fiscales y privados. Agua& luz& gas&  Servicios Sanitarios& Municipalidades& etc;Dueno de casa.;0;5;1;0;1;0;2;0;0;599;505;609;0;543
2175;;49;64;1;;;;;2;1;57;6;57;;;;;;;;;;;;;;6;57;F;Ingeniería de Ejecución en Prevención De Riesgos;INGENIERÍA;Chilena;Promoción anterior& Nacional - alumno regular.;RANCAGUA;CACHAPOAL;REGION DEL LIBERTADOR GENERAL BERNARDO OHIGGINS;Corporación Municipal;Municipal ;Técnico profesional comercial.;Rancagua;soltero(a);No;0;En pensión;Padre del postulante;Padres del Postulante;Beca;278001;834000;Isapre;Ambos viven;Media incompleta;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Sin Datos;Dueno de casa;Obrero agrícola o minero no calificado& obrero agrícola ganadero&  maderero& pescador& minero& etc.;Dueno de casa;Explotación de minas y canteras;Dueno de casa.;0;4;1;0;0;0;0;1;1;539;607;558;525;548
2183;45;27;61;1;;;;;;3;30;7;37;45;31;10;;;1;;72;2;;71;6;50;13;44;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;DOnIHUE;CACHAPOAL;REGION DEL LIBERTADOR GENERAL BERNARDO OHIGGINS;Municipal;Municipal ;Humanista científico nocturno.;Rancagua;soltero(a);Ocasionalmente;4;En forma independiente;El postulante;Trabajo personal;Otros familiares;0;278000;Fonasa;Ambos viven;Sin estudios;Básica completa;Otra situación;Dueno de casa;Otro;Dueno de casa;Sin Datos;Dueno de casa;Dueno de casa.;Dueno de casa.;30;1;1;0;0;0;1;0;0;662;464;486;0;448
2185;57;;59;1;;2;;68;1;1;59;7;62;69;63;88;1;;;;;3;;65;7;69;14;66;M;Técnico Universitario en Control de Alimentos;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular no Subvencionado;Particular Pagado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Otros familiares;278001;834000;Isapre;Ambos viven;Universitaria incompleta;Centro de formación técnica incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Comercio al por mayor y menor. Bancos y seguros;Dueno de casa.;0;4;1;0;0;0;1;1;0;579;464;569;0;602
